,,,Date,2021/07/26 04:47:41 PM
Product, Call/Put, Contract Month (week), Strike Price, Open Interest(A), Average Volume(B), Liquidity Indicator(A/B)
CBO    ,Put,202109  ,38.0,0,0,NA
CBO    ,Put,202109  ,39.0,0,0,NA
CBO    ,Put,202109  ,40.0,0,0,NA
CBO    ,Put,202109  ,41.0,0,0,NA
CBO    ,Put,202109  ,42.0,0,0,NA
CBO    ,Put,202109  ,44.0,0,0,NA
CBO    ,Put,202109  ,46.0,0,0,NA
CBO    ,Put,202109  ,48.0,0,0,NA
CBO    ,Put,202109  ,50.0,0,0,NA
CBO    ,Put,202109  ,55.0,0,0,NA
CBO    ,Call,202112  ,19.0,0,0,NA
CBO    ,Call,202112  ,20.0,0,0,NA
CBO    ,Call,202112  ,21.0,0,0,NA
CBO    ,Call,202112  ,22.0,0,0,NA
CBO    ,Call,202112  ,23.0,0,0,NA
CBO    ,Call,202112  ,24.0,0,0,NA
CBO    ,Call,202112  ,25.0,0,0,NA
CBO    ,Call,202112  ,26.0,0,0,NA
CBO    ,Call,202112  ,28.0,0,0,NA
CBO    ,Call,202112  ,30.0,0,0,NA
CBO    ,Call,202112  ,32.0,0,0,NA
CBO    ,Call,202112  ,34.0,0,0,NA
CBO    ,Call,202112  ,36.0,0,0,NA
CBO    ,Call,202112  ,38.0,0,0,NA
CBO    ,Call,202112  ,40.0,0,0,NA
CBO    ,Call,202112  ,42.0,0,0,NA
CBO    ,Call,202112  ,44.0,0,0,NA
CBO    ,Call,202112  ,46.0,0,0,NA
CBO    ,Call,202112  ,48.0,0,0,NA
CBO    ,Call,202112  ,50.0,0,0,NA
CBO    ,Call,202112  ,55.0,0,0,NA
CBO    ,Put,202112  ,19.0,0,0,NA
CBO    ,Put,202112  ,20.0,0,0,NA
CBO    ,Put,202112  ,21.0,0,0,NA
CBO    ,Put,202112  ,22.0,0,0,NA
CBO    ,Put,202112  ,23.0,0,0,NA
CBO    ,Put,202112  ,24.0,0,0,NA
CBO    ,Put,202112  ,25.0,0,0,NA
CBO    ,Put,202112  ,26.0,0,0,NA
CBO    ,Put,202112  ,28.0,0,0,NA
CBO    ,Put,202112  ,30.0,0,0,NA
CBO    ,Put,202112  ,32.0,0,0,NA
CBO    ,Put,202112  ,34.0,0,0,NA
CBO    ,Put,202112  ,36.0,0,0,NA
CBO    ,Put,202112  ,38.0,0,0,NA
CBO    ,Put,202112  ,40.0,0,0,NA
CBO    ,Put,202112  ,42.0,0,0,NA
CBO    ,Put,202112  ,44.0,0,0,NA
CBO    ,Put,202112  ,46.0,0,0,NA
CBO    ,Put,202112  ,48.0,0,0,NA
CBO    ,Put,202112  ,50.0,0,0,NA
CBO    ,Put,202112  ,55.0,0,0,NA
CBO    ,Call,202203  ,26.0,0,0,NA
CBO    ,Call,202203  ,28.0,0,0,NA
CBO    ,Call,202203  ,30.0,0,0,NA
CBO    ,Call,202203  ,32.0,0,0,NA
CBO    ,Call,202203  ,34.0,0,0,NA
CBO    ,Call,202203  ,36.0,0,0,NA
CBO    ,Call,202203  ,38.0,0,0,NA
CBO    ,Call,202203  ,40.0,0,0,NA
CBO    ,Call,202203  ,42.0,0,0,NA
CBO    ,Call,202203  ,44.0,0,0,NA
CBO    ,Call,202203  ,46.0,0,0,NA
CBO    ,Call,202203  ,48.0,0,0,NA
CBO    ,Call,202203  ,50.0,0,0,NA
CBO    ,Call,202203  ,55.0,0,0,NA
CBO    ,Put,202203  ,26.0,0,0,NA
CBO    ,Put,202203  ,28.0,0,0,NA
CBO    ,Put,202203  ,30.0,0,0,NA
CBO    ,Put,202203  ,32.0,0,0,NA
CBO    ,Put,202203  ,34.0,0,0,NA
CBO    ,Put,202203  ,36.0,0,0,NA
CBO    ,Put,202203  ,38.0,0,0,NA
CBO    ,Put,202203  ,40.0,0,0,NA
CBO    ,Put,202203  ,42.0,0,0,NA
CBO    ,Put,202203  ,44.0,0,0,NA
CBO    ,Put,202203  ,46.0,0,0,NA
CBO    ,Put,202203  ,48.0,0,0,NA
CBO    ,Put,202203  ,50.0,0,0,NA
CBO    ,Put,202203  ,55.0,0,0,NA
CBO    ,Call,202206  ,28.0,0,0,NA
CBO    ,Call,202206  ,30.0,0,0,NA
CBO    ,Call,202206  ,32.0,0,0,NA
CBO    ,Call,202206  ,34.0,0,0,NA
CBO    ,Call,202206  ,36.0,0,0,NA
CBO    ,Call,202206  ,38.0,0,0,NA
CBO    ,Call,202206  ,40.0,0,0,NA
CBO    ,Call,202206  ,42.0,0,0,NA
CBO    ,Put,202206  ,28.0,0,0,NA
CBO    ,Put,202206  ,30.0,0,0,NA
CBO    ,Put,202206  ,32.0,0,0,NA
CBO    ,Put,202206  ,34.0,0,0,NA
CBO    ,Put,202206  ,36.0,0,0,NA
CBO    ,Put,202206  ,38.0,0,0,NA
CBO    ,Put,202206  ,40.0,0,0,NA
CBO    ,Put,202206  ,42.0,0,0,NA
CCA    ,Call,202108  ,50.0,10,0,9999.99
CCA    ,Call,202108  ,52.5,22,0,9999.99
CCA    ,Call,202108  ,55.0,42,0,9999.99
CCA    ,Call,202108  ,57.5,36,0,9999.99
CCA    ,Call,202108  ,60.0,34,0,9999.99
CCA    ,Call,202108  ,62.5,2,0,9999.99
CCA    ,Put,202108  ,46.0,2,0,9999.99
CCA    ,Put,202108  ,47.0,18,0,9999.99
CCA    ,Put,202108  ,49.0,6,0,9999.99
CCA    ,Put,202108  ,52.5,14,0,9999.99
CCA    ,Put,202108  ,57.5,6,0,9999.99
CCO    ,Call,202108  ,41.0,0,0,NA
CCO    ,Call,202108  ,42.0,0,0,NA
CCO    ,Call,202108  ,43.0,0,0,NA
CCO    ,Call,202108  ,44.0,0,0,NA
CCO    ,Call,202108  ,45.0,0,0,NA
CCO    ,Call,202108  ,46.0,0,0,NA
CCO    ,Call,202108  ,47.0,0,0,NA
CCO    ,Call,202108  ,48.0,0,0,NA
CCO    ,Call,202108  ,49.0,0,0,NA
CCO    ,Call,202108  ,50.0,0,0,NA
CCO    ,Call,202108  ,52.5,26,5,5.20
CCO    ,Call,202108  ,55.0,80,24,3.33
CCO    ,Call,202108  ,57.5,110,36,3.06
CCO    ,Call,202108  ,60.0,10,6,1.67
CCO    ,Call,202108  ,62.5,0,0,NA
CCO    ,Put,202108  ,41.0,0,0,NA
CCO    ,Put,202108  ,42.0,0,0,NA
CCO    ,Put,202108  ,43.0,0,0,NA
CCO    ,Put,202108  ,44.0,0,0,NA
CCO    ,Put,202108  ,45.0,0,0,NA
CCO    ,Put,202108  ,46.0,2,0,9999.99
CCO    ,Put,202108  ,47.0,16,3,5.33
CCO    ,Put,202108  ,48.0,0,0,NA
CCO    ,Put,202108  ,49.0,8,2,4.00
CCO    ,Put,202108  ,50.0,12,4,3.00
CCO    ,Put,202108  ,52.5,16,6,2.67
CCO    ,Put,202108  ,55.0,0,0,NA
CCO    ,Put,202108  ,57.5,0,0,NA
CCO    ,Put,202108  ,60.0,0,0,NA
CCO    ,Put,202108  ,62.5,0,0,NA
CCO    ,Call,202109  ,41.0,0,0,NA
CCO    ,Call,202109  ,42.0,0,0,NA
CCO    ,Call,202109  ,43.0,0,0,NA
CCO    ,Call,202109  ,44.0,0,0,NA
CCO    ,Call,202109  ,45.0,0,0,NA
CCO    ,Call,202109  ,46.0,0,0,NA
CCO    ,Call,202109  ,47.0,0,0,NA
CCO    ,Call,202109  ,48.0,0,0,NA
CCO    ,Call,202109  ,49.0,0,0,NA
CCO    ,Call,202109  ,50.0,0,0,NA
CCO    ,Call,202109  ,52.5,0,0,NA
CCO    ,Call,202109  ,55.0,0,0,NA
CCO    ,Call,202109  ,57.5,0,0,NA
CCO    ,Call,202109  ,60.0,4,1,4.00
CCO    ,Call,202109  ,62.5,0,0,NA
CCO    ,Put,202109  ,41.0,0,0,NA
CCO    ,Put,202109  ,42.0,0,0,NA
CCO    ,Put,202109  ,43.0,0,0,NA
CCO    ,Put,202109  ,44.0,0,0,NA
CCO    ,Put,202109  ,45.0,0,0,NA
CCO    ,Put,202109  ,46.0,0,0,NA
CCO    ,Put,202109  ,47.0,0,0,NA
CCO    ,Put,202109  ,48.0,0,0,NA
CCO    ,Put,202109  ,49.0,0,0,NA
CCO    ,Put,202109  ,50.0,0,0,NA
CCO    ,Put,202109  ,52.5,0,0,NA
CCO    ,Put,202109  ,55.0,0,0,NA
CCO    ,Put,202109  ,57.5,0,0,NA
CCO    ,Put,202109  ,60.0,0,0,NA
CCO    ,Put,202109  ,62.5,0,0,NA
CCO    ,Call,202112  ,40.0,0,0,NA
CCO    ,Call,202112  ,42.0,0,0,NA
CCO    ,Call,202112  ,44.0,0,0,NA
CCO    ,Call,202112  ,46.0,0,0,NA
CCO    ,Call,202112  ,48.0,0,0,NA
CCO    ,Call,202112  ,50.0,0,0,NA
CCO    ,Call,202112  ,55.0,0,0,NA
CCO    ,Call,202112  ,60.0,0,0,NA
CCO    ,Call,202112  ,65.0,0,0,NA
CCO    ,Put,202112  ,40.0,0,0,NA
CCO    ,Put,202112  ,42.0,0,0,NA
CCO    ,Put,202112  ,44.0,0,0,NA
CCO    ,Put,202112  ,46.0,0,0,NA
CCO    ,Put,202112  ,48.0,0,0,NA
CCO    ,Put,202112  ,50.0,0,0,NA
CCO    ,Put,202112  ,55.0,0,0,NA
CCO    ,Put,202112  ,60.0,0,0,NA
CCO    ,Put,202112  ,65.0,0,0,NA
CCO    ,Call,202203  ,40.0,0,0,NA
CCO    ,Call,202203  ,42.0,0,0,NA
CCO    ,Call,202203  ,44.0,0,0,NA
CCO    ,Call,202203  ,46.0,0,0,NA
CCO    ,Call,202203  ,48.0,0,0,NA
CCO    ,Call,202203  ,50.0,0,0,NA
CCO    ,Call,202203  ,55.0,0,0,NA
CCO    ,Call,202203  ,60.0,0,0,NA
CCO    ,Call,202203  ,65.0,0,0,NA
CCO    ,Put,202203  ,40.0,0,0,NA
CCO    ,Put,202203  ,42.0,0,0,NA
CCO    ,Put,202203  ,44.0,0,0,NA
CCO    ,Put,202203  ,46.0,0,0,NA
CCO    ,Put,202203  ,48.0,0,0,NA
CCO    ,Put,202203  ,50.0,0,0,NA
CCO    ,Put,202203  ,55.0,0,0,NA
CCO    ,Put,202203  ,60.0,0,0,NA
CCO    ,Put,202203  ,65.0,0,0,NA
CCO    ,Call,202206  ,40.0,0,0,NA
CCO    ,Call,202206  ,42.0,0,0,NA
CCO    ,Call,202206  ,44.0,0,0,NA
CCO    ,Call,202206  ,46.0,0,0,NA
CCO    ,Call,202206  ,48.0,0,0,NA
CCO    ,Call,202206  ,50.0,0,0,NA
CCO    ,Call,202206  ,55.0,0,0,NA
CCO    ,Call,202206  ,60.0,0,0,NA
CCO    ,Call,202206  ,65.0,0,0,NA
CCO    ,Put,202206  ,40.0,0,0,NA
CCO    ,Put,202206  ,42.0,0,0,NA
CCO    ,Put,202206  ,44.0,0,0,NA
CCO    ,Put,202206  ,46.0,0,0,NA
CCO    ,Put,202206  ,48.0,0,0,NA
CCO    ,Put,202206  ,50.0,0,0,NA
CCO    ,Put,202206  ,55.0,0,0,NA
CCO    ,Put,202206  ,60.0,0,0,NA
CCO    ,Put,202206  ,65.0,0,0,NA
CDO    ,Call,202108  ,490.0,0,0,NA
CDO    ,Call,202108  ,500.0,0,0,NA
CDO    ,Call,202108  ,525.0,0,0,NA
CDO    ,Call,202108  ,550.0,0,0,NA
CDO    ,Call,202108  ,575.0,118,21,5.62
CDO    ,Call,202108  ,600.0,208,35,5.94
CDO    ,Call,202108  ,625.0,192,34,5.65
CDO    ,Call,202108  ,650.0,102,6,17.00
CDO    ,Call,202108  ,675.0,22,0,9999.99
CDO    ,Call,202108  ,700.0,4,0,9999.99
CDO    ,Call,202108  ,725.0,0,0,NA
CDO    ,Put,202108  ,490.0,0,0,NA
CDO    ,Put,202108  ,500.0,0,0,NA
CDO    ,Put,202108  ,525.0,8,0,9999.99
CDO    ,Put,202108  ,550.0,158,15,10.53
CDO    ,Put,202108  ,575.0,144,20,7.20
CDO    ,Put,202108  ,600.0,30,5,6.00
CDO    ,Put,202108  ,625.0,2,0,9999.99
CDO    ,Put,202108  ,650.0,0,0,NA
CDO    ,Put,202108  ,675.0,0,0,NA
CDO    ,Put,202108  ,700.0,0,0,NA
CDO    ,Put,202108  ,725.0,0,0,NA
CDO    ,Call,202109  ,480.0,0,0,NA
CDO    ,Call,202109  ,490.0,0,0,NA
CDO    ,Call,202109  ,500.0,0,0,NA
CDO    ,Call,202109  ,525.0,0,0,NA
CDO    ,Call,202109  ,550.0,0,0,NA
CDO    ,Call,202109  ,575.0,0,0,NA
CDO    ,Call,202109  ,600.0,0,0,NA
CDO    ,Call,202109  ,625.0,8,3,2.67
CDO    ,Call,202109  ,650.0,0,0,NA
CDO    ,Call,202109  ,675.0,0,0,NA
CDO    ,Call,202109  ,700.0,0,0,NA
CDO    ,Call,202109  ,750.0,0,0,NA
CDO    ,Put,202109  ,480.0,0,0,NA
CDO    ,Put,202109  ,490.0,0,0,NA
CDO    ,Put,202109  ,500.0,0,0,NA
CDO    ,Put,202109  ,525.0,2,1,2.00
CDO    ,Put,202109  ,550.0,4,1,4.00
CDO    ,Put,202109  ,575.0,6,2,3.00
CDO    ,Put,202109  ,600.0,2,0,9999.99
CDO    ,Put,202109  ,625.0,0,0,NA
CDO    ,Put,202109  ,650.0,0,0,NA
CDO    ,Put,202109  ,675.0,0,0,NA
CDO    ,Put,202109  ,700.0,0,0,NA
CDO    ,Put,202109  ,750.0,0,0,NA
CDO    ,Call,202112  ,480.0,0,0,NA
CDO    ,Call,202112  ,500.0,0,0,NA
CDO    ,Call,202112  ,550.0,0,0,NA
CDO    ,Call,202112  ,600.0,0,0,NA
CDO    ,Call,202112  ,650.0,0,0,NA
CDO    ,Call,202112  ,700.0,0,0,NA
CDO    ,Call,202112  ,750.0,0,0,NA
CDO    ,Put,202112  ,480.0,0,0,NA
CDO    ,Put,202112  ,500.0,0,0,NA
CDO    ,Put,202112  ,550.0,0,0,NA
CDO    ,Put,202112  ,600.0,0,0,NA
CDO    ,Put,202112  ,650.0,0,0,NA
CDO    ,Put,202112  ,700.0,0,0,NA
CDO    ,Put,202112  ,750.0,0,0,NA
CDO    ,Call,202203  ,480.0,0,0,NA
CDO    ,Call,202203  ,500.0,0,0,NA
CDO    ,Call,202203  ,550.0,0,0,NA
CDO    ,Call,202203  ,600.0,0,0,NA
CDO    ,Call,202203  ,650.0,0,0,NA
CDO    ,Call,202203  ,700.0,0,0,NA
CDO    ,Call,202203  ,750.0,0,0,NA
CDO    ,Put,202203  ,480.0,0,0,NA
CDO    ,Put,202203  ,500.0,0,0,NA
CDO    ,Put,202203  ,550.0,0,0,NA
CDO    ,Put,202203  ,600.0,0,0,NA
CDO    ,Put,202203  ,650.0,0,0,NA
CDO    ,Put,202203  ,700.0,0,0,NA
CDO    ,Put,202203  ,750.0,0,0,NA
CDO    ,Call,202206  ,480.0,0,0,NA
CDO    ,Call,202206  ,500.0,0,0,NA
CDO    ,Call,202206  ,550.0,0,0,NA
CDO    ,Call,202206  ,600.0,0,0,NA
CDO    ,Call,202206  ,650.0,0,0,NA
CDO    ,Call,202206  ,700.0,0,0,NA
CDO    ,Put,202206  ,480.0,0,0,NA
CDO    ,Put,202206  ,500.0,0,0,NA
CDO    ,Put,202206  ,550.0,0,0,NA
CDO    ,Put,202206  ,600.0,0,0,NA
CDO    ,Put,202206  ,650.0,0,0,NA
CDO    ,Put,202206  ,700.0,0,0,NA
CEA    ,Call,202108  ,72.5,2,0,9999.99
CEA    ,Call,202108  ,77.5,4,0,9999.99
CEA    ,Put,202108  ,62.5,10,0,9999.99
CEA    ,Put,202108  ,75.0,2,0,9999.99
CEA    ,Put,202108  ,77.5,6,0,9999.99
CEA    ,Put,202108  ,82.5,2,0,9999.99
CEA    ,Call,202109  ,90.0,2,0,9999.99
CEO    ,Call,202108  ,67.5,0,0,NA
CEO    ,Call,202108  ,70.0,0,0,NA
CEO    ,Call,202108  ,72.5,0,0,NA
CEO    ,Call,202108  ,75.0,0,0,NA
CEO    ,Call,202108  ,77.5,2,0,9999.99
CEO    ,Call,202108  ,80.0,2,0,9999.99
CEO    ,Call,202108  ,82.5,14,3,4.67
CEO    ,Call,202108  ,85.0,8,2,4.00
CEO    ,Call,202108  ,87.5,8,2,4.00
CEO    ,Call,202108  ,90.0,0,0,NA
CEO    ,Call,202108  ,92.5,0,0,NA
CEO    ,Call,202108  ,95.0,0,0,NA
CEO    ,Put,202108  ,67.5,0,0,NA
CEO    ,Put,202108  ,70.0,0,0,NA
CEO    ,Put,202108  ,72.5,0,0,NA
CEO    ,Put,202108  ,75.0,4,1,4.00
CEO    ,Put,202108  ,77.5,4,1,4.00
CEO    ,Put,202108  ,80.0,2,0,9999.99
CEO    ,Put,202108  ,82.5,0,0,NA
CEO    ,Put,202108  ,85.0,0,0,NA
CEO    ,Put,202108  ,87.5,0,0,NA
CEO    ,Put,202108  ,90.0,0,0,NA
CEO    ,Put,202108  ,92.5,0,0,NA
CEO    ,Put,202108  ,95.0,0,0,NA
